Movie_Duration_Min,Genre,Budget_Million,IMDb_Rating,Language,Lead_Actor_Popularity,Marketing_Spend_Million,Box_Office_Million,Director_Rating,Social_Media_Buzz,Critic_Score,Audience_Score,Franchise,Awards_Nominated,Target
95,Action,28.0,9.1,English,61,10.7,35.9,4.9,23,4.5,6.1,Yes,1,Flop
99,Romance,44.0,5.8,Korean,56,16.8,24.5,7.0,85,7.8,8.3,No,5,Flop
128,Romance,132.5,9.2,English,94,50.6,269.1,9.2,40,9.2,5.6,No,9,Hit
132,Thriller,281.2,8.2,Spanish,70,107.4,148.0,8.2,14,4.4,5.5,No,1,Flop
179,Romance,176.5,9.1,French,24,67.4,321.6,6.9,53,7.4,6.9,No,0,Hit
153,Romance,50.7,5.0,Spanish,39,19.4,41.1,8.9,76,7.6,6.2,No,6,Flop
174,Action,291.8,5.6,French,72,111.4,269.1,4.2,67,4.5,7.0,No,4,Flop
177,Romance,75.4,5.7,English,98,28.8,39.5,7.5,66,8.2,8.0,No,6,Hit
114,Drama,168.8,8.5,Spanish,68,64.4,219.3,5.9,15,9.0,6.5,Yes,5,Hit
110,Drama,178.3,6.8,Spanish,27,68.1,399.6,4.0,48,5.1,4.6,No,2,Flop
100,Romance,18.2,3.8,Spanish,60,6.9,15.6,5.4,34,6.9,7.4,Yes,3,Flop
152,Thriller,224.4,3.4,Hindi,60,85.7,364.5,4.8,13,7.1,7.2,No,2,Hit
170,Romance,104.9,9.1,English,82,40.0,79.4,9.4,73,5.0,7.4,Yes,7,Flop
154,Thriller,216.2,6.7,Hindi,31,82.5,369.3,5.7,62,9.3,8.6,Yes,3,Hit
132,Drama,137.6,6.3,Spanish,95,52.5,291.7,6.8,77,4.4,5.6,No,5,Flop
124,Romance,268.7,5.2,Hindi,94,102.6,614.8,5.5,32,8.7,6.0,Yes,0,Hit
87,Thriller,203.9,4.9,Hindi,36,77.8,183.4,6.3,30,8.0,6.0,No,5,Flop
145,Action,177.0,7.9,French,16,67.6,400.3,9.2,59,6.9,5.5,Yes,9,Hit
162,Romance,14.2,4.3,Hindi,65,5.4,35.2,8.6,47,4.2,4.4,No,9,Hit
118,Comedy,121.0,8.3,English,32,46.2,205.8,9.0,80,6.9,7.7,Yes,8,Hit
93,Thriller,253.4,3.0,French,27,96.7,112.2,6.5,92,6.3,7.1,No,2,Flop
126,Action,111.5,5.5,Hindi,94,42.6,260.8,8.4,40,7.5,4.4,Yes,1,Hit
153,Thriller,188.2,7.6,Spanish,53,71.9,373.7,5.5,35,9.1,6.1,Yes,9,Hit
148,Action,100.7,5.3,English,8,38.4,177.0,7.2,65,4.8,5.7,No,7,Hit
109,Drama,241.8,3.3,Spanish,32,92.3,322.4,8.0,37,7.9,9.1,No,7,Hit
152,Comedy,234.4,7.7,Hindi,20,89.5,185.6,8.2,19,4.0,8.9,No,2,Flop
136,Drama,265.5,9.4,Spanish,88,101.4,162.3,7.9,90,6.6,5.1,Yes,7,Flop
115,Thriller,222.5,9.0,Spanish,30,84.9,531.5,5.9,25,5.0,6.2,Yes,0,Flop
109,Drama,184.0,5.0,Hindi,14,70.2,337.7,5.0,13,5.3,5.7,Yes,5,Flop
128,Action,43.6,4.3,Spanish,63,16.6,57.1,7.5,13,6.8,4.3,Yes,1,Hit
80,Drama,146.0,7.4,English,24,55.7,331.8,6.3,76,4.8,4.4,No,4,Flop
109,Romance,38.6,6.9,Korean,59,14.7,18.5,5.1,10,4.2,9.5,Yes,0,Flop
91,Action,268.1,4.5,English,64,102.4,323.3,6.7,95,5.4,5.3,No,3,Flop
88,Comedy,62.4,7.3,Hindi,95,23.8,89.6,4.1,42,7.9,8.3,No,4,Hit
141,Romance,65.5,3.5,Hindi,17,25.0,55.2,4.7,41,4.5,9.2,No,6,Flop
108,Action,181.7,7.4,French,6,69.4,323.9,5.4,96,6.2,5.8,Yes,6,Flop
135,Comedy,281.4,7.1,Korean,12,107.4,572.2,8.0,35,8.2,4.4,No,0,Hit
84,Action,252.4,7.8,Hindi,81,96.4,217.9,8.9,85,5.4,8.4,Yes,6,Flop
160,Action,54.0,7.9,Korean,80,20.6,19.2,6.5,37,5.8,9.3,Yes,2,Flop
158,Thriller,53.3,9.3,English,7,20.3,38.7,7.0,13,6.0,9.4,No,2,Flop
132,Drama,177.4,6.1,Korean,36,67.7,124.7,6.9,45,4.1,9.2,Yes,7,Flop
133,Romance,194.0,5.1,Hindi,27,74.1,324.5,4.3,75,4.3,7.4,Yes,9,Hit
159,Comedy,66.4,4.2,French,35,25.4,96.7,8.3,19,4.1,7.1,Yes,2,Hit
140,Drama,258.1,3.3,Hindi,49,98.5,559.2,6.4,34,6.2,6.9,Yes,8,Flop
136,Drama,244.0,8.1,Spanish,78,93.2,245.3,7.6,41,9.2,6.6,Yes,7,Hit
103,Thriller,111.1,6.5,Korean,92,42.4,112.3,7.6,21,7.8,5.2,No,3,Hit
169,Drama,84.8,5.7,Korean,4,32.4,34.6,8.9,82,5.6,4.1,No,4,Flop
146,Action,35.7,7.8,French,44,13.6,18.7,4.7,60,6.2,6.0,No,5,Flop
160,Thriller,37.7,8.3,Spanish,64,14.4,85.1,8.8,17,4.1,6.7,Yes,2,Hit
107,Comedy,231.7,9.4,Hindi,18,88.5,342.2,8.7,58,4.4,7.2,No,7,Hit
113,Action,11.0,4.3,English,48,4.2,26.2,4.6,67,5.2,6.1,No,7,Flop
123,Thriller,269.2,4.5,English,2,102.8,114.6,4.5,44,7.7,7.5,Yes,8,Flop
118,Romance,281.0,5.9,Korean,87,107.3,223.0,4.1,83,8.8,5.4,Yes,8,Flop
161,Romance,286.2,9.3,English,77,109.3,504.3,6.5,81,7.2,9.3,Yes,9,Hit
101,Action,194.4,8.5,Hindi,4,74.2,181.3,7.4,91,9.1,7.9,Yes,3,Hit
103,Thriller,142.9,3.0,Hindi,34,54.6,142.5,4.2,46,9.3,4.2,No,1,Flop
94,Thriller,107.7,4.8,Hindi,62,41.1,48.8,5.9,86,7.8,7.4,No,1,Flop
99,Comedy,235.6,7.4,Spanish,44,89.9,302.5,4.3,74,6.0,7.8,Yes,0,Hit
159,Thriller,240.6,8.9,French,8,91.9,263.2,6.2,14,4.2,9.4,No,5,Hit
86,Drama,193.1,7.2,Hindi,56,73.7,63.6,7.7,30,6.1,8.7,No,3,Flop
173,Romance,114.5,8.1,Spanish,52,43.7,137.3,7.8,81,8.4,9.3,Yes,3,Hit
93,Comedy,262.7,8.0,Spanish,51,100.3,284.3,9.1,12,6.3,5.4,No,3,Hit
98,Comedy,144.1,4.3,Spanish,39,55.0,301.4,8.9,33,4.4,5.5,No,2,Hit
123,Action,156.8,3.6,English,71,59.9,301.0,9.4,43,5.8,9.4,Yes,5,Hit
119,Drama,193.7,8.8,Spanish,28,74.0,130.1,4.1,11,9.3,6.0,No,5,Flop
127,Romance,234.7,4.1,English,29,89.6,484.7,5.1,17,4.9,4.2,No,8,Flop
163,Drama,121.3,3.4,Hindi,2,46.3,115.3,5.6,30,5.4,7.6,Yes,9,Flop
121,Romance,121.0,4.1,English,64,46.2,280.1,7.7,29,6.2,7.5,Yes,2,Hit
175,Thriller,279.1,9.2,French,19,106.6,132.6,4.4,23,8.7,7.3,No,9,Flop
112,Thriller,256.8,8.2,Spanish,67,98.0,178.1,5.5,86,5.9,7.2,No,4,Flop
100,Action,221.5,5.5,English,79,84.6,83.2,4.9,45,8.2,4.3,Yes,8,Flop
103,Comedy,130.1,7.9,English,13,49.7,80.8,4.6,36,7.9,9.1,No,1,Flop
124,Romance,284.8,8.0,Korean,38,108.7,273.7,5.9,87,4.5,9.4,No,3,Flop
153,Action,171.2,6.1,Spanish,34,65.4,315.9,8.8,72,7.4,7.7,Yes,6,Hit
94,Thriller,146.5,6.9,French,9,55.9,306.8,7.0,73,4.8,6.0,Yes,2,Flop
102,Drama,11.0,6.9,English,81,4.2,3.4,9.2,17,8.3,6.3,Yes,9,Flop
98,Action,252.8,8.2,English,39,96.5,344.8,4.1,84,8.5,5.4,No,2,Hit
96,Comedy,253.4,4.3,Spanish,91,96.7,108.2,4.4,69,5.2,4.3,Yes,8,Flop
106,Romance,103.7,5.9,English,9,39.6,79.9,8.5,67,7.9,6.8,No,0,Flop
108,Comedy,224.4,6.9,English,26,85.7,508.6,7.1,30,9.1,7.0,No,8,Hit
140,Drama,156.3,5.5,English,48,59.7,110.1,4.4,40,5.8,6.3,No,7,Flop
102,Drama,116.1,4.9,Korean,24,44.3,86.6,5.7,31,9.3,6.9,No,9,Flop
87,Romance,30.3,4.4,English,70,11.6,21.0,7.0,66,9.0,6.7,Yes,4,Flop
174,Comedy,126.2,8.3,English,20,48.2,65.6,7.1,60,6.6,6.1,Yes,0,Flop
87,Action,210.4,9.1,Hindi,17,80.3,336.8,7.3,80,5.2,7.5,No,4,Hit
111,Thriller,31.3,7.0,Korean,6,11.9,58.2,5.7,43,4.7,4.7,No,1,Flop
171,Romance,251.3,4.0,Korean,26,95.9,295.7,6.6,94,7.1,8.2,No,5,Hit
155,Romance,74.4,3.2,English,99,28.4,175.5,7.2,78,7.1,4.4,Yes,6,Hit
149,Action,194.6,9.5,English,41,74.3,147.3,5.6,43,7.7,5.9,Yes,9,Flop
167,Thriller,274.2,5.9,Spanish,6,104.7,431.7,8.1,79,6.2,4.9,Yes,2,Hit
141,Romance,57.0,7.2,Korean,54,21.8,104.6,8.3,78,4.8,4.6,No,4,Hit
127,Comedy,68.4,7.9,French,11,26.1,65.9,5.0,62,5.8,9.4,Yes,8,Flop
108,Comedy,70.9,7.0,English,94,27.1,136.3,9.3,85,4.4,6.1,No,5,Hit
98,Drama,141.7,7.8,French,99,54.1,51.2,7.2,11,8.7,6.7,Yes,6,Flop
144,Drama,107.4,5.6,Spanish,97,41.0,106.6,4.3,66,7.1,9.4,No,7,Flop
92,Comedy,279.3,9.0,Spanish,22,106.6,230.0,7.0,25,5.5,7.5,Yes,7,Flop
128,Drama,52.2,4.0,Korean,8,19.9,55.2,4.8,99,7.1,7.9,Yes,8,Hit
134,Drama,44.9,7.1,Spanish,52,17.1,21.7,4.5,49,5.9,5.4,No,4,Flop
160,Action,208.3,5.0,English,98,79.5,498.1,8.2,59,8.0,7.0,Yes,2,Hit
102,Drama,108.7,7.9,Korean,17,41.5,146.9,5.2,35,5.3,7.9,Yes,6,Hit
148,Action,249.8,4.4,English,79,95.4,458.8,6.3,10,9.1,6.7,Yes,0,Hit
156,Action,234.5,9.1,Spanish,75,89.5,549.0,8.1,46,5.3,7.8,Yes,7,Hit
80,Thriller,69.8,8.8,English,47,26.6,131.2,4.8,43,8.3,5.7,No,7,Hit
152,Thriller,7.8,3.8,Korean,49,3.0,16.6,7.2,95,8.2,9.1,Yes,7,Hit
167,Action,69.5,4.7,Hindi,85,26.5,102.4,7.1,67,5.3,5.5,No,0,Hit
112,Action,228.9,7.1,Korean,7,87.4,88.8,5.4,56,8.7,9.0,No,1,Flop
161,Thriller,276.6,6.9,Hindi,67,105.6,161.6,6.0,56,6.2,8.3,No,3,Flop
118,Romance,77.5,8.5,Spanish,31,29.6,102.4,5.2,31,6.2,5.6,No,4,Flop
92,Romance,54.2,6.1,Hindi,92,20.7,131.6,7.4,68,9.2,7.6,No,4,Hit
80,Comedy,276.8,8.9,Hindi,2,105.7,138.7,4.6,75,9.2,9.3,Yes,9,Flop
165,Thriller,32.9,9.0,Korean,89,12.6,57.8,7.8,88,8.2,4.4,Yes,8,Hit
100,Thriller,165.1,9.1,Korean,86,63.0,193.8,7.2,74,6.1,5.4,Yes,2,Hit
99,Thriller,174.3,8.8,French,20,66.5,136.0,4.8,79,7.7,8.0,Yes,1,Flop
152,Drama,173.3,4.6,English,66,66.2,255.0,9.1,48,5.1,4.1,No,3,Hit
138,Thriller,14.5,5.5,Hindi,71,5.5,7.5,4.3,22,7.5,4.2,No,9,Flop
88,Thriller,172.0,9.4,Korean,55,65.7,107.8,6.7,35,7.7,4.5,Yes,1,Flop
130,Romance,137.7,8.4,Hindi,91,52.6,291.2,9.5,78,8.8,4.3,No,8,Hit
171,Action,15.4,5.3,Spanish,4,5.9,23.9,4.5,98,6.8,5.6,Yes,6,Hit
150,Thriller,161.9,5.7,Hindi,32,61.8,135.7,6.6,38,5.5,5.3,No,5,Flop
179,Thriller,204.0,8.4,English,74,77.9,180.5,4.5,31,4.4,5.0,Yes,7,Flop
157,Action,187.7,3.5,Korean,47,71.7,300.7,6.5,27,6.5,8.6,Yes,4,Hit
131,Comedy,184.2,8.1,Spanish,37,70.3,446.2,5.1,39,9.1,7.0,Yes,9,Hit
178,Romance,6.3,7.7,Korean,53,2.4,14.8,7.7,21,7.0,5.6,Yes,2,Hit
142,Comedy,268.8,5.0,Spanish,91,102.6,566.9,4.7,25,5.7,4.7,No,7,Flop
166,Drama,205.4,6.1,Korean,77,78.4,250.0,8.1,98,4.7,4.8,No,3,Hit
122,Romance,26.8,7.2,Spanish,54,10.2,28.3,9.2,76,4.6,8.8,Yes,6,Hit
129,Romance,101.4,8.5,Hindi,68,38.7,69.2,6.4,77,6.0,8.2,Yes,0,Flop
102,Action,240.4,7.4,English,18,91.8,219.9,4.9,44,6.4,8.3,No,1,Flop
124,Comedy,84.5,7.4,Korean,49,32.3,42.6,5.9,61,8.6,4.7,Yes,7,Flop
109,Romance,186.5,4.9,French,73,71.2,82.6,8.7,19,5.9,7.7,No,2,Flop
111,Action,269.2,7.3,French,6,102.8,367.2,9.1,47,5.6,6.0,Yes,1,Hit
106,Drama,47.7,4.2,Korean,87,18.2,26.2,5.5,75,5.4,8.2,Yes,7,Flop
121,Drama,91.9,4.3,French,73,35.1,80.4,6.0,59,6.6,8.2,Yes,4,Flop
116,Drama,135.1,6.6,French,32,51.6,98.7,9.4,25,5.7,8.7,No,2,Flop
157,Action,287.4,8.1,English,80,109.7,231.3,6.0,57,5.5,9.4,No,1,Flop
106,Action,14.4,4.8,French,44,5.5,30.0,6.8,38,8.2,6.2,No,7,Hit
145,Comedy,266.6,4.1,English,16,101.8,195.1,8.4,40,6.8,8.2,Yes,9,Hit
160,Drama,109.3,5.9,Hindi,12,41.7,215.2,6.7,12,9.4,7.8,Yes,5,Hit
167,Romance,219.1,3.1,English,41,83.6,329.3,5.0,53,6.1,9.4,No,6,Hit
100,Romance,41.4,7.7,Spanish,20,15.8,17.8,5.5,65,6.6,4.2,Yes,2,Flop
128,Drama,132.4,3.3,Hindi,34,50.5,241.7,4.9,90,6.3,4.3,No,2,Flop
84,Drama,33.9,5.1,French,33,12.9,28.5,6.7,68,8.8,4.7,No,9,Flop
170,Action,282.5,5.5,Korean,28,107.9,499.2,8.0,79,6.4,5.6,No,1,Hit
176,Thriller,161.8,7.6,English,48,61.8,139.6,6.6,26,4.9,6.6,Yes,8,Flop
151,Comedy,72.7,9.4,Hindi,82,27.8,169.9,7.7,54,6.5,7.4,No,0,Hit
101,Romance,222.5,4.3,English,84,84.9,412.4,4.3,80,4.4,8.6,No,2,Hit
143,Drama,276.5,4.9,Korean,84,105.6,187.4,5.8,57,4.4,8.5,Yes,4,Flop
169,Romance,91.2,8.1,English,1,34.8,151.3,6.2,34,8.9,7.3,No,7,Hit
149,Drama,27.3,5.0,Spanish,60,10.4,18.9,4.1,46,5.4,7.4,No,1,Flop
137,Drama,127.4,7.2,French,30,48.6,125.9,8.6,27,8.9,4.3,No,5,Flop
120,Drama,227.2,4.0,Spanish,62,86.7,330.9,9.1,10,7.2,6.9,Yes,6,Hit
117,Romance,103.7,3.8,Spanish,37,39.6,218.2,5.6,26,7.0,6.7,No,7,Hit
167,Drama,173.1,8.5,Hindi,56,66.1,138.8,4.6,38,6.0,6.0,Yes,2,Flop
145,Action,10.7,4.8,Spanish,37,4.1,10.5,4.6,12,7.1,9.2,Yes,1,Flop
133,Romance,171.2,4.9,French,45,65.4,269.7,6.9,29,5.2,5.6,No,4,Flop
82,Romance,24.3,8.0,Korean,5,9.3,48.7,5.7,20,6.1,4.3,No,5,Flop
158,Romance,246.1,8.0,Hindi,49,94.0,134.1,7.6,21,7.9,4.4,No,4,Flop
171,Romance,237.7,5.1,English,74,90.8,289.5,7.9,23,6.4,4.4,Yes,3,Hit
151,Comedy,287.3,8.5,Spanish,30,109.7,592.4,5.0,22,6.2,4.8,Yes,4,Flop
106,Comedy,44.7,8.5,Korean,21,17.1,106.2,7.1,72,5.5,7.0,No,2,Hit
118,Thriller,176.5,3.0,Spanish,5,67.4,202.9,8.6,11,8.4,9.1,No,6,Hit
114,Drama,109.0,5.6,English,54,41.6,235.1,7.1,72,6.5,4.7,Yes,3,Hit
128,Thriller,270.0,3.7,Korean,30,103.1,196.4,9.1,54,4.8,6.3,No,0,Flop
152,Thriller,16.0,8.1,Korean,43,6.1,16.3,7.8,29,6.3,9.0,No,1,Hit
102,Drama,23.1,6.7,Spanish,7,8.8,46.4,9.2,22,7.7,6.8,No,5,Hit
139,Comedy,150.3,7.9,Spanish,18,57.4,220.8,5.1,71,8.4,4.3,Yes,2,Hit
98,Action,71.0,6.2,Korean,72,27.1,25.9,7.1,12,7.9,5.3,Yes,0,Flop
145,Comedy,102.2,8.6,French,39,39.0,111.9,9.2,68,9.4,4.7,Yes,4,Hit
156,Comedy,64.2,4.0,English,18,24.5,44.0,4.5,73,4.3,6.3,Yes,8,Flop
160,Comedy,44.5,6.4,Korean,84,17.0,31.7,7.0,98,4.6,8.3,Yes,5,Flop
94,Comedy,153.1,3.3,Korean,72,58.5,271.2,8.0,72,5.4,8.6,No,0,Hit
80,Romance,258.4,6.8,Spanish,13,98.7,102.1,4.6,25,9.5,5.0,No,3,Flop
131,Romance,275.8,9.3,Korean,22,105.3,606.5,8.0,41,6.9,4.1,No,8,Hit
127,Thriller,45.8,5.0,French,19,17.5,45.7,9.1,17,5.6,6.0,Yes,8,Flop
138,Action,134.7,5.3,Spanish,60,51.4,124.0,5.7,58,7.1,6.9,Yes,7,Flop
101,Drama,11.6,4.8,Hindi,55,4.4,12.3,5.0,90,5.2,5.6,Yes,4,Flop
167,Comedy,56.3,8.8,English,52,21.5,54.5,5.2,17,8.6,6.8,No,6,Flop
165,Comedy,257.0,3.1,English,8,98.1,197.0,9.0,38,4.1,8.1,Yes,9,Flop
139,Romance,259.3,4.8,French,65,99.0,435.4,5.6,89,5.6,6.4,No,3,Flop
121,Romance,233.6,4.3,Spanish,95,89.2,507.4,4.0,39,4.0,7.7,No,1,Hit
141,Thriller,167.7,7.1,French,76,64.0,86.9,8.6,46,4.7,5.6,No,7,Flop
152,Drama,99.5,6.7,English,29,38.0,53.9,4.6,93,6.8,8.9,No,3,Flop
116,Drama,202.4,7.1,English,18,77.3,348.7,6.7,14,6.4,4.6,No,6,Flop
131,Comedy,105.8,5.1,French,6,40.4,262.0,6.8,94,5.1,5.1,No,0,Flop
174,Action,63.7,3.3,Hindi,88,24.3,57.2,7.0,81,6.9,5.5,Yes,3,Flop
100,Drama,13.4,9.0,French,63,5.1,25.4,4.1,78,5.4,5.7,No,8,Flop
155,Drama,68.4,4.2,French,6,26.1,143.9,5.6,57,8.1,7.6,No,3,Hit
169,Action,150.1,8.1,French,51,57.3,208.1,5.4,61,4.8,5.7,No,3,Flop
119,Thriller,167.8,3.8,Spanish,69,64.1,350.9,9.5,35,7.7,9.5,No,5,Hit
140,Romance,270.9,3.4,Korean,74,103.4,113.2,7.2,94,7.0,5.7,No,9,Flop
81,Action,170.2,3.8,Hindi,93,65.0,356.2,6.3,37,6.2,6.7,Yes,8,Flop
152,Romance,167.6,3.2,Spanish,78,64.0,134.6,4.1,73,7.0,4.2,Yes,0,Flop
124,Romance,26.8,5.4,Hindi,51,10.2,56.3,6.8,97,7.1,7.5,Yes,6,Hit
164,Romance,86.0,4.8,French,2,32.8,184.6,8.1,51,8.8,7.8,Yes,0,Hit
119,Comedy,201.6,4.7,Hindi,84,77.0,65.4,5.7,34,5.3,4.3,Yes,5,Flop
166,Comedy,23.0,3.8,French,68,8.8,15.6,9.2,45,9.2,6.3,No,2,Flop
90,Comedy,42.1,3.4,English,79,16.1,71.3,4.2,39,8.6,4.1,No,2,Hit
118,Romance,264.3,7.4,Korean,95,100.9,318.6,7.3,39,7.7,4.7,Yes,5,Hit
174,Action,84.4,8.7,Spanish,82,32.2,140.3,6.0,36,8.2,9.2,No,8,Hit
84,Thriller,206.2,8.5,French,36,78.7,463.4,5.3,56,6.1,5.7,Yes,2,Flop
122,Drama,212.4,8.4,English,39,81.1,402.2,7.7,23,6.2,8.0,Yes,9,Hit
86,Drama,197.3,6.1,Spanish,73,75.3,79.3,6.6,16,6.7,4.1,No,5,Flop
137,Romance,39.8,6.4,Korean,91,15.2,39.2,8.3,84,4.3,5.2,Yes,7,Flop
172,Action,239.5,9.2,English,19,91.4,155.2,6.4,47,5.4,4.4,Yes,0,Flop
120,Romance,242.3,4.1,Hindi,31,92.5,439.2,8.5,65,6.2,7.8,No,7,Hit
146,Thriller,27.3,4.0,Hindi,6,10.4,26.7,4.4,73,6.5,6.0,No,3,Flop
112,Drama,157.7,8.2,Korean,86,60.2,81.8,6.5,74,4.2,8.7,Yes,8,Flop
164,Thriller,72.5,7.0,French,41,27.7,58.7,5.7,93,5.1,7.4,Yes,5,Flop
143,Action,15.8,3.7,Korean,28,6.0,38.4,8.8,70,5.3,5.6,No,5,Hit
163,Comedy,170.9,5.1,Hindi,59,65.2,369.4,5.3,91,8.0,7.8,No,4,Hit
106,Romance,277.0,4.0,Hindi,25,105.8,155.4,8.2,62,4.3,9.0,Yes,7,Flop
100,Comedy,256.7,9.0,Hindi,17,98.0,343.7,4.6,96,5.1,6.2,No,5,Flop
158,Romance,169.7,5.5,French,90,64.8,78.1,4.9,99,8.0,4.6,No,4,Flop
87,Action,160.0,5.6,Korean,57,61.1,102.8,8.3,15,9.4,6.9,Yes,1,Flop
160,Drama,51.5,6.4,English,52,19.7,76.1,5.9,91,8.4,4.1,No,3,Hit
126,Thriller,79.1,9.3,Hindi,56,30.2,107.4,7.6,32,8.3,6.9,No,1,Hit
164,Thriller,121.9,3.9,French,21,46.5,36.7,8.2,15,6.6,5.1,Yes,1,Flop
99,Romance,134.8,5.1,Hindi,87,51.5,315.2,5.1,84,7.8,7.2,No,0,Hit
114,Romance,77.2,6.9,Korean,52,29.5,100.1,6.8,77,9.4,7.7,Yes,2,Hit
91,Thriller,195.9,5.8,French,26,74.8,387.3,4.6,16,8.7,4.3,Yes,2,Hit
141,Action,48.8,5.8,Spanish,68,18.6,82.1,9.4,21,6.1,5.3,Yes,4,Hit
172,Thriller,42.2,7.5,French,77,16.1,25.8,6.1,87,4.0,6.9,Yes,7,Flop
129,Action,252.6,4.6,French,42,96.4,532.7,4.6,77,5.4,5.5,No,7,Flop
113,Romance,125.8,4.1,English,91,48.0,212.1,6.0,18,5.8,8.1,Yes,1,Hit
150,Comedy,211.3,9.1,English,53,80.7,100.5,5.7,94,4.1,4.7,No,5,Flop
167,Action,145.1,8.3,French,97,55.4,174.6,5.4,78,8.2,7.3,No,7,Hit
148,Drama,113.0,9.3,Spanish,15,43.1,93.6,4.8,96,5.3,9.5,Yes,3,Flop
161,Romance,81.0,6.3,French,72,30.9,94.6,6.3,66,4.6,4.6,No,9,Flop
98,Romance,60.9,3.7,Spanish,73,23.3,62.8,6.4,87,5.1,9.1,Yes,9,Hit
141,Drama,36.6,5.5,Korean,63,14.0,44.0,7.5,69,7.8,7.7,Yes,8,Hit
115,Drama,164.5,4.0,Korean,66,62.8,96.3,8.7,98,6.3,7.7,Yes,8,Flop
92,Romance,33.9,3.2,English,41,12.9,11.7,8.5,69,6.6,5.5,No,5,Flop
110,Drama,161.3,7.3,Spanish,42,61.6,229.8,7.9,35,9.5,8.5,No,0,Hit
107,Romance,152.8,4.9,Hindi,81,58.3,320.3,8.2,27,6.8,4.7,Yes,4,Hit
110,Drama,168.8,7.7,Spanish,59,64.4,363.4,8.1,76,8.8,9.4,Yes,3,Hit
168,Action,215.2,8.2,English,80,82.2,144.5,5.1,39,8.1,9.2,Yes,1,Flop
157,Comedy,181.3,7.0,English,79,69.2,84.5,9.3,99,5.9,5.8,Yes,1,Flop
104,Comedy,136.4,4.6,Hindi,29,52.1,136.2,7.7,54,7.1,7.3,Yes,5,Hit
123,Drama,47.3,9.4,French,92,18.1,69.1,8.5,44,4.5,5.3,No,4,Hit
107,Drama,174.0,3.8,English,37,66.4,434.5,7.7,53,8.3,4.5,Yes,9,Hit
150,Drama,240.4,3.6,French,86,91.8,202.7,4.8,80,7.9,7.9,No,6,Flop
108,Drama,70.0,3.8,French,92,26.7,32.1,7.6,55,8.1,7.6,Yes,3,Hit
99,Comedy,178.4,7.2,Korean,91,68.1,137.4,8.0,38,4.5,5.4,Yes,9,Flop
134,Comedy,279.6,9.3,French,34,106.7,513.6,9.3,43,4.3,8.1,Yes,7,Hit
140,Comedy,272.6,6.1,English,39,104.1,537.4,8.9,17,8.1,5.0,Yes,5,Hit
164,Drama,109.2,4.3,Korean,9,41.7,262.3,5.9,34,4.7,6.4,No,7,Flop
176,Thriller,72.9,6.0,French,42,27.8,83.8,7.0,19,7.6,8.2,Yes,9,Hit
100,Action,118.0,9.4,French,70,45.1,217.6,6.3,90,9.1,4.0,Yes,1,Hit
132,Drama,103.4,6.6,Hindi,66,39.5,34.9,5.7,29,7.5,4.1,No,7,Flop
146,Drama,78.4,7.1,French,93,29.9,156.7,9.0,63,7.8,9.3,Yes,1,Hit
164,Action,211.5,6.5,Hindi,91,80.7,87.0,9.3,67,7.0,5.9,Yes,6,Flop
145,Drama,124.4,6.6,Hindi,47,47.5,132.7,6.5,80,6.9,6.2,Yes,1,Hit
131,Comedy,60.6,6.3,Hindi,92,23.1,75.1,6.2,89,5.4,6.0,No,8,Flop
142,Drama,117.5,7.0,Spanish,54,44.9,71.3,4.6,59,9.3,9.0,No,5,Flop
166,Comedy,33.3,6.3,Spanish,54,12.7,21.2,5.8,73,7.3,6.7,Yes,9,Flop
121,Romance,97.0,5.0,French,8,37.0,127.6,6.7,22,8.0,7.2,Yes,5,Hit
100,Comedy,220.8,4.7,French,35,84.3,233.9,6.9,58,4.0,6.3,Yes,6,Flop
87,Thriller,195.3,3.6,Hindi,69,74.6,111.4,7.3,56,5.3,5.1,No,0,Flop
114,Comedy,58.9,7.4,English,72,22.5,134.4,7.7,13,9.4,4.8,No,0,Hit
95,Drama,153.5,3.6,Korean,41,58.6,346.4,7.1,15,6.4,6.0,Yes,5,Hit
156,Comedy,20.2,8.0,Hindi,62,7.7,41.1,7.3,66,9.1,8.9,Yes,3,Hit
146,Comedy,293.9,3.7,French,8,112.2,595.0,6.2,71,4.5,7.3,No,5,Hit
116,Drama,286.2,9.0,Spanish,63,109.3,326.5,5.5,33,9.1,8.5,Yes,3,Hit
86,Romance,18.4,8.2,Hindi,35,7.0,12.4,5.6,80,5.0,6.4,Yes,6,Flop
158,Action,21.4,5.6,Spanish,34,8.2,13.4,7.0,35,5.0,9.1,Yes,7,Flop
85,Thriller,99.4,3.9,French,70,37.9,112.5,5.4,71,5.7,4.7,Yes,2,Flop
165,Action,130.8,7.8,English,44,49.9,268.3,6.8,87,5.9,4.2,No,2,Flop
107,Drama,102.2,8.9,Spanish,75,39.0,40.5,7.4,15,4.3,6.8,No,1,Flop
91,Comedy,82.1,4.0,Hindi,96,31.3,30.2,9.0,49,8.4,9.4,Yes,1,Hit
100,Romance,157.9,8.0,French,41,60.3,204.9,4.5,26,5.5,5.2,No,9,Flop
167,Romance,131.5,8.3,French,87,50.2,109.1,8.5,30,8.8,6.6,Yes,2,Flop
89,Comedy,12.2,7.2,Hindi,46,4.7,16.9,4.1,16,7.9,6.7,No,7,Hit
133,Action,258.5,7.3,Hindi,83,98.7,198.3,8.5,86,7.9,4.3,No,8,Flop
